date,resource_description,volume
2026-03-05,CBB-00035-260304-M,111110
2026-03-05,CBB-00035-260305-M,69247
2026-03-05,CBB-00036-260304-M,233029
2026-03-05,CBB-00036-260305-M,352
2026-03-05,CBB-00037-260304-M,738774
2026-03-05,CBB-00037-260305-M,1031
2026-03-05,CBB-00038-260304-M,518
2026-03-05,CBB-00038-260305-M,7815
2026-03-05,CBB-00039-260304-M,218
2026-03-05,CBB-00039-260305-M,1651
2026-03-05,CBB-00040-260304-M,11725
2026-03-05,CBB-00040-260305-M,62869
2026-03-05,CBB-00041-260305-M,4381
2026-03-05,CBB-00042-260305-M,33747
2026-03-05,CBB-00043-260305-M,41331
2026-03-05,CBB-00044-260305-M,29393
2026-03-05,CBB-00045-260305-M,1350
2026-03-05,CBB-00046-260305-M,435
2026-03-05,CLIM-00001-26,5
2026-03-05,COMBOS,2408617
2026-03-05,COMPANIES-BAIJ26,297
2026-03-05,COMPANIES-LCJ26,704
2026-03-05,COMPANIES-OAIPO,90
2026-03-05,CRYPT-00004-26,98
2026-03-05,CRYPT-00005-26,20
2026-03-05,CRYPT-00025-26,1581
2026-03-05,CRYPT-00026-26,53
2026-03-05,CRYPT-00027-26,216
2026-03-05,CUL-OSCBACTR,2615
2026-03-05,CUL-OSCBACTRSS,584
2026-03-05,CUL-OSCBCINE,531
2026-03-05,CUL-OSCBD,530
2026-03-05,CUL-OSCBFEDT,218
2026-03-05,CUL-OSCBP,905
2026-03-05,CUL-OSCBSUPACTR,278
2026-03-05,CUL-OSCBSUPACTRSS,404
2026-03-05,DEB-00001-260306-M,7554
2026-03-05,DEB-00001-260307-M,15
2026-03-05,DEB-00001-260308-M,25
2026-03-05,DEB-00002-260307-M,143
2026-03-05,DEB-00002-260308-M,37
2026-03-05,DEB-00003-260307-M,166
2026-03-05,DEB-00004-260307-M,141
2026-03-05,DEB-00005-260307-M,27
2026-03-05,DEB-00006-260307-M,119
2026-03-05,EC-00006-26,378
2026-03-05,EC-00007-26,50
2026-03-05,EC-00008-26,162
2026-03-05,EC-00009-26,23
2026-03-05,EC-00010-26,91
2026-03-05,EC-00011-26,1
2026-03-05,ELECT-00001-26,1765
2026-03-05,ELECT-00003-26,513
2026-03-05,ELECT-CALGOV,90
2026-03-05,ELECT-GEROGIASEN26,7
2026-03-05,ELECT-MAINDSW,10
2026-03-05,ELECT-MAINESEN26,62
2026-03-05,ELECT-TEXASSEN26,654
2026-03-05,ELECT-USHOUSPRTY26,1734
2026-03-05,ELECT-USPRES28,957
2026-03-05,ELECT-USPRESDEMNOM28,266
2026-03-05,ELECT-USPRESPRTY28,19
2026-03-05,ELECT-USPRESREPNOM28,267
2026-03-05,ELECT-USSNTPRTY26,106
2026-03-05,EPL-00001-260304-M,45
2026-03-05,EPL-00001-260305-M,215624
2026-03-05,EPL-00002-260304-M,5
2026-03-05,EPL-00005-260304-M,28876
2026-03-05,EPL-WNEPLC,39
2026-03-05,ESP-00001-260306-M,11962
2026-03-05,ESP-00001-260307-M,216
2026-03-05,ESP-00001-260308-M,1
2026-03-05,ESP-00002-260307-M,86
2026-03-05,ESP-00002-260308-M,86
2026-03-05,ESP-00003-260307-M,227
2026-03-05,ESP-00003-260308-M,58
2026-03-05,ESP-00004-260307-M,917
2026-03-05,ESP-00004-260308-M,10
2026-03-05,F1-00001-2026,224
2026-03-05,F1-00002-2026,145
2026-03-05,F1-00003-2026,77
2026-03-05,F1-00004-2026,11398
2026-03-05,FIFA-00001-260611-M,201
2026-03-05,FRL1-00001-260306-M,691
2026-03-05,FRL1-00001-260308-M,45
2026-03-05,FRL1-00003-260307-M,110
2026-03-05,GOLF-00006-2026,2158
2026-03-05,GOLF-00009-2026,182986
2026-03-05,ITSA-00001-260306-M,768
2026-03-05,ITSA-00001-260307-M,120
2026-03-05,ITSA-00001-260308-M,40
2026-03-05,ITSA-00001-260309-M,9
2026-03-05,ITSA-00002-260307-M,67
2026-03-05,ITSA-00002-260308-M,50
2026-03-05,ITSA-00003-260307-M,451
2026-03-05,ITSA-00005-260308-M,88
2026-03-05,MLB-00001-2026,6
2026-03-05,MLS-00009-260307-M,442
2026-03-05,NBA-00001-2026,402
2026-03-05,NBA-00001-260304-M,895946
2026-03-05,NBA-00001-260305-M,102088
2026-03-05,NBA-00002-2026,89
2026-03-05,NBA-00002-260304-M,575295
2026-03-05,NBA-00002-260305-M,70801
2026-03-05,NBA-00002-260306-M,448
2026-03-05,NBA-00003-2026,1655
2026-03-05,NBA-00003-260304-M,369123
2026-03-05,NBA-00003-260305-M,81086
2026-03-05,NBA-00004-2026,462
2026-03-05,NBA-00004-260304-M,389923
2026-03-05,NBA-00004-260305-M,31315
2026-03-05,NBA-00004-260306-M,9
2026-03-05,NBA-00005-260304-M,1136672
2026-03-05,NBA-00005-260305-M,44351
2026-03-05,NBA-00006-260304-M,522204
2026-03-05,NBA-00006-260305-M,88607
2026-03-05,NBA-00007-260305-M,9913
2026-03-05,NBA-00008-260305-M,87517
2026-03-05,NBA-00009-260305-M,16214
2026-03-05,NBA-WNPBC,5901
2026-03-05,NFL-00001-2026,8506
2026-03-05,NHL-00001-260304-M,102010
2026-03-05,NHL-00001-260305-M,5131
2026-03-05,NHL-00002-260304-M,74573
2026-03-05,NHL-00002-260305-M,11161
2026-03-05,NHL-00002-260306-M,19
2026-03-05,NHL-00003-260304-M,171097
2026-03-05,NHL-00003-260305-M,8458
2026-03-05,NHL-00003-260306-M,1
2026-03-05,NHL-00004-260304-M,114896
2026-03-05,NHL-00004-260305-M,7122
2026-03-05,NHL-00004-260306-M,33
2026-03-05,NHL-00005-260304-M,110898
2026-03-05,NHL-00005-260305-M,16127
2026-03-05,NHL-00006-260305-M,6298
2026-03-05,NHL-00006-260306-M,18
2026-03-05,NHL-00007-260305-M,5638
2026-03-05,NHL-00008-260305-M,7401
2026-03-05,NHL-WNNC,4997
2026-03-05,TENNIS-0001-260304-M,11490
2026-03-05,TENNIS-0002-260304-M,29406
2026-03-05,TENNIS-0005-260304-M,8678
2026-03-05,TENNIS-0006-260304-M,147
2026-03-05,TENNIS-0006-260306-M,3
2026-03-05,TENNIS-0007-260304-M,33026
2026-03-05,TENNIS-0009-260304-M,8742
2026-03-05,TENNIS-0010-260304-M,130
2026-03-05,TENNIS-0011-260304-M,485
2026-03-05,TENNIS-0012-260304-M,83
2026-03-05,TENNIS-0012-260306-M,21
2026-03-05,TENNIS-0013-260304-M,8680
2026-03-05,TENNIS-0015-260304-M,206169
2026-03-05,TENNIS-0016-260304-M,29172
2026-03-05,TENNIS-0017-260304-M,111366
2026-03-05,TENNIS-0018-260304-M,9904
2026-03-05,TENNIS-0019-260304-M,2064
2026-03-05,TENNIS-0021-260304-M,485
2026-03-05,TENNIS-0022-260304-M,130
2026-03-05,TENNIS-0023-260304-M,1502
2026-03-05,TENNIS-0024-260304-M,164
2026-03-05,TENNIS-0025-260304-M,3291
2026-03-05,TENNIS-0026-260304-M,18101
2026-03-05,TENNIS-0027-260304-M,8375
2026-03-05,TENNIS-0028-260304-M,23372
2026-03-05,TENNIS-0029-260304-M,120794
2026-03-05,TENNIS-0030-260304-M,851
2026-03-05,TENNIS-0031-260304-M,23480
2026-03-05,TENNIS-0033-260304-M,121
2026-03-05,TENNIS-0034-260304-M,2645
2026-03-05,TENNIS-0035-260304-M,5661
2026-03-05,TENNIS-0036-260304-M,33037
2026-03-05,TENNIS-0037-260304-M,5376
2026-03-05,TENNIS-0038-260304-M,33506
2026-03-05,TENNIS-0039-260304-M,23189
2026-03-05,TENNIS-0040-260304-M,150
2026-03-05,TENNIS-0041-260304-M,11099
2026-03-05,TENNIS-0041-260306-M,3
2026-03-05,TENNIS-0042-260304-M,26600
2026-03-05,TENNIS-0044-260304-M,48500
2026-03-05,TENNIS-0045-260304-M,8254
2026-03-05,TENNIS-0046-260304-M,55601
2026-03-05,TENNIS-0047-260304-M,3542
2026-03-05,TENNIS-0048-260304-M,506
2026-03-05,TENNIS-0049-260304-M,4003
2026-03-05,TENNIS-0050-260304-M,13
2026-03-05,TENNIS-0051-260304-M,170
2026-03-05,TENNIS-0052-260304-M,74
2026-03-05,TENNIS-0053-260304-M,8823
2026-03-05,TENNIS-0054-260304-M,26547
2026-03-05,TENNIS-0055-260304-M,6717
2026-03-05,TENNIS-0057-260304-M,8280
2026-03-05,TENNIS-0058-260304-M,9017
2026-03-05,TENNIS-0059-260304-M,481
2026-03-05,TENNIS-0061-260304-M,531
2026-03-05,TENNIS-0062-260304-M,25672
2026-03-05,TENNIS-0063-260304-M,9309
2026-03-05,TENNIS-0064-260304-M,38
2026-03-05,UCL-WNCLW,634
2026-03-05,UFC-00001-260307-M,31053
2026-03-05,UFC-00002-260307-M,11287
2026-03-05,UFC-00003-260307-M,1895
2026-03-05,UFC-00004-260307-M,1622
2026-03-05,UFC-00005-260307-M,367
2026-03-05,UFC-00006-260307-M,1378
2026-03-05,UFC-00007-260307-M,1124
2026-03-05,UFC-00008-260307-M,952
2026-03-05,UFC-00009-260307-M,553
2026-03-05,WBC-00001-2026,18470
2026-03-05,WBC-0001-260304-M,14908
2026-03-05,WBC-0001-260305-M,3959
2026-03-05,WBC-0001-260306-M,3583
2026-03-05,WBC-0001-260307-M,10
2026-03-05,WBC-0002-260305-M,766
2026-03-05,WBC-0002-260306-M,1845
2026-03-05,WBC-0003-260306-M,23
2026-03-05,WBC-0004-260306-M,25
2026-03-05,WBC-0004-260310-M,64
2026-03-05,WBC-0005-260306-M,32
2026-03-05,WBC-0006-260306-M,8
2026-03-05,WBC-0007-260306-M,3701
2026-03-05,WBC-0007-260307-M,3407
2026-03-05,Center ;,4425168
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 49 49 .19 .2 .19,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 98 98 .82 .82 .81,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 117 117 .52 .52 .51,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 1366 1348 .52 .52 .48,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 17 17 .56 .56 .56,0
2026-03-05,Center ; 260305 04/30/2026 06:00 pm Binary Open 4 4 .45 .45 .45,0
2026-03-06,CBB-00001-2026,13960
2026-03-06,CBB-00001-260305-M,251438
2026-03-06,CBB-00001-260306-M,315075
2026-03-06,CBB-00002-2026,50
2026-03-06,CBB-00002-260305-M,277527
2026-03-06,CBB-00002-260306-M,65820
2026-03-06,CBB-00003-260305-M,219649
2026-03-06,CBB-00003-260306-M,211986
2026-03-06,CBB-00004-260305-M,26763
2026-03-06,CBB-00004-260306-M,242753
2026-03-06,CBB-00005-260305-M,17623
2026-03-06,CBB-00005-260306-M,667923
2026-03-06,CBB-00006-260305-M,68223
2026-03-06,CBB-00006-260306-M,330284
2026-03-06,CBB-00007-260305-M,14158
2026-03-06,CBB-00007-260306-M,64374
2026-03-06,CBB-00008-260305-M,37834
2026-03-06,CBB-00008-260306-M,106113
2026-03-06,CBB-00009-260305-M,37219
2026-03-06,CBB-00009-260306-M,76915
2026-03-06,CBB-00010-260305-M,106809
2026-03-06,CBB-00010-260306-M,9370
2026-03-06,CBB-00011-260305-M,27697
2026-03-06,CBB-00011-260306-M,14749
2026-03-06,CBB-00012-260305-M,83143
2026-03-06,CBB-00012-260306-M,1296
2026-03-06,CBB-00013-260305-M,37055
2026-03-06,CBB-00013-260306-M,84410
2026-03-06,CBB-00014-260305-M,118277
2026-03-06,CBB-00014-260306-M,14772
2026-03-06,CBB-00015-260305-M,146591
2026-03-06,CBB-00015-260306-M,4446
2026-03-06,CBB-00016-260305-M,57254
2026-03-06,CBB-00016-260306-M,88147
2026-03-06,CBB-00017-260305-M,27954
2026-03-06,CBB-00017-260306-M,9639
2026-03-06,CBB-00018-260305-M,376513
2026-03-06,CBB-00018-260306-M,6281
2026-03-06,CBB-00019-260305-M,48296
2026-03-06,CBB-00019-260306-M,1862
2026-03-06,CBB-00020-260305-M,62189
2026-03-06,CBB-00020-260306-M,69671
2026-03-06,CBB-00021-260305-M,124359
2026-03-06,CBB-00021-260306-M,7166
2026-03-06,CBB-00022-260305-M,86476
2026-03-06,CBB-00022-260306-M,15360
2026-03-06,CBB-00023-260305-M,32157
2026-03-06,CBB-00023-260306-M,66812
2026-03-06,CBB-00024-260305-M,62452
2026-03-06,CBB-00024-260306-M,103726
2026-03-06,CBB-00025-260305-M,24145
2026-03-06,CBB-00025-260306-M,1722
2026-03-06,CBB-00026-260305-M,11885
2026-03-06,CBB-00026-260306-M,4477
2026-03-06,CBB-00027-260305-M,5366
2026-03-06,CBB-00027-260306-M,421391
2026-03-06,CBB-00028-260305-M,3649
2026-03-06,CBB-00028-260306-M,1687
2026-03-06,CBB-00029-260305-M,186810
2026-03-06,CBB-00029-260306-M,9325
2026-03-06,CBB-00030-260305-M,76937
2026-03-06,CBB-00030-260306-M,2882
2026-03-06,CBB-00031-260305-M,27466
2026-03-06,CBB-00031-260306-M,1816
2026-03-06,CBB-00032-260305-M,87383
2026-03-06,CBB-00032-260306-M,1486
2026-03-06,CBB-00033-260305-M,20172
2026-03-06,CBB-00033-260306-M,314
2026-03-06,CBB-00034-260305-M,48770
2026-03-06,CBB-00034-260306-M,1971
2026-03-06,CBB-00035-260305-M,54140
2026-03-06,CBB-00035-260306-M,28900
2026-03-06,CBB-00036-260305-M,2350
2026-03-06,CBB-00036-260306-M,1160
2026-03-06,CBB-00037-260305-M,74702
2026-03-06,CBB-00038-260305-M,201948
2026-03-06,CBB-00039-260305-M,22534
2026-03-06,CBB-00040-260305-M,523991
2026-03-06,CBB-00041-260305-M,258905
2026-03-06,CBB-00042-260305-M,185584
2026-03-06,CBB-00043-260305-M,6448
2026-03-06,CBB-00044-260305-M,6927
2026-03-06,CBB-00045-260305-M,30929
2026-03-06,CBB-00046-260305-M,37492
2026-03-06,CLIM-00001-26,83
2026-03-06,COMBOS,2555515
2026-03-06,COMPANIES-BAIJ26,45
2026-03-06,COMPANIES-LCJ26,57
2026-03-06,COMPANIES-OAIPO,230
2026-03-06,CRYPT-00004-26,122
2026-03-06,CRYPT-00005-26,19
2026-03-06,CRYPT-00025-26,1283
2026-03-06,CRYPT-00026-26,314
2026-03-06,CRYPT-00027-26,200
2026-03-06,CUL-OSCBACTR,513
2026-03-06,CUL-OSCBACTRSS,1579
2026-03-06,CUL-OSCBCINE,246
2026-03-06,CUL-OSCBD,1018
2026-03-06,CUL-OSCBFEDT,33
2026-03-06,CUL-OSCBP,656
2026-03-06,CUL-OSCBSUPACTR,230
2026-03-06,CUL-OSCBSUPACTRSS,53
2026-03-06,DEB-00001-260306-M,43562
2026-03-06,DEB-00001-260307-M,174
2026-03-06,DEB-00002-260307-M,226
2026-03-06,DEB-00002-260308-M,10
2026-03-06,DEB-00003-260307-M,150
2026-03-06,DEB-00004-260307-M,402
2026-03-06,DEB-00005-260307-M,240
2026-03-06,DEB-00006-260307-M,342
2026-03-06,EC-00011-26,10
2026-03-06,EC-RECES26,13
2026-03-06,ELECT-00001-26,105
2026-03-06,ELECT-00003-26,55
2026-03-06,ELECT-CALGOV,7
2026-03-06,ELECT-GEROGIASEN26,15
2026-03-06,ELECT-MAINDSW,11
2026-03-06,ELECT-MINGOVDPW,11
2026-03-06,ELECT-NCAROSEN26,8
2026-03-06,ELECT-TEXASSEN26,139
2026-03-06,ELECT-USHOUSPRTY26,2245
2026-03-06,ELECT-USPRES28,1311
2026-03-06,ELECT-USPRESDEMNOM28,79
2026-03-06,ELECT-USPRESPRTY28,2
2026-03-06,ELECT-USPRESREPNOM28,4
2026-03-06,ELECT-USSNTPRTY26,96
2026-03-06,EPL-WNEPLC,639
2026-03-06,ESP-00001-260306-M,319413
2026-03-06,ESP-00001-260307-M,1173
2026-03-06,ESP-00001-260308-M,130
2026-03-06,ESP-00001-260309-M,6
2026-03-06,ESP-00002-260307-M,33
2026-03-06,ESP-00002-260308-M,285
2026-03-06,ESP-00003-260307-M,630
2026-03-06,ESP-00003-260308-M,138
2026-03-06,ESP-00004-260307-M,1226
2026-03-06,ESP-00004-260308-M,5
2026-03-06,F1-00001-2026,8897
2026-03-06,F1-00002-2026,2035
2026-03-06,F1-00003-2026,598
2026-03-06,F1-00004-2026,2601
2026-03-06,FIFA-00001-260611-M,55
2026-03-06,FIFA-00001-260612-M,1
2026-03-06,FIFA-00002-260613-M,16
2026-03-06,FIFA-00002-260614-M,371
2026-03-06,FIFA-WNWCW,1292
2026-03-06,FRL1-00001-260306-M,59806
2026-03-06,FRL1-00001-260307-M,931
2026-03-06,FRL1-00001-260308-M,110
2026-03-06,FRL1-00002-260307-M,51
2026-03-06,FRL1-00002-260308-M,10
2026-03-06,FRL1-00003-260307-M,10
2026-03-06,FRL1-00004-260308-M,10
2026-03-06,FRL1-00005-260308-M,94
2026-03-06,GOLF-00006-2026,1397
2026-03-06,GOLF-00009-2026,315261
2026-03-06,ITSA-00001-260306-M,13599
2026-03-06,ITSA-00001-260307-M,654
2026-03-06,ITSA-00001-260308-M,115
2026-03-06,ITSA-00001-260309-M,2
2026-03-06,ITSA-00002-260307-M,19
2026-03-06,ITSA-00002-260308-M,110
2026-03-06,ITSA-00003-260307-M,218
2026-03-06,ITSA-00003-260308-M,110
2026-03-06,ITSA-00004-260308-M,120
2026-03-06,ITSA-00005-260308-M,502
2026-03-06,MLB-00001-2026,105
2026-03-06,MLS-00002-260307-M,149
2026-03-06,MLS-00003-260307-M,104
2026-03-06,MLS-00004-260307-M,51
2026-03-06,MLS-00005-260307-M,48
2026-03-06,MLS-00006-260307-M,240
2026-03-06,MLS-00007-260307-M,10
2026-03-06,MLS-00008-260307-M,231
2026-03-06,NBA-00001-2026,285
2026-03-06,NBA-00001-260305-M,680492
2026-03-06,NBA-00001-260306-M,143525
2026-03-06,NBA-00001-260307-M,551
2026-03-06,NBA-00002-2026,44
2026-03-06,NBA-00002-260305-M,219620
2026-03-06,NBA-00002-260306-M,123030
2026-03-06,NBA-00002-260307-M,238
2026-03-06,NBA-00003-2026,3458
2026-03-06,NBA-00003-260305-M,892951
2026-03-06,NBA-00003-260306-M,44047
2026-03-06,NBA-00003-260307-M,643
2026-03-06,NBA-00004-2026,459
2026-03-06,NBA-00004-260305-M,146559
2026-03-06,NBA-00004-260306-M,67549
2026-03-06,NBA-00004-260307-M,2
2026-03-06,NBA-00005-260305-M,197364
2026-03-06,NBA-00005-260306-M,28702
2026-03-06,NBA-00005-260307-M,30
2026-03-06,NBA-00006-260305-M,450070
2026-03-06,NBA-00006-260306-M,95771
2026-03-06,NBA-00006-260307-M,120
2026-03-06,NBA-00007-260305-M,647405
2026-03-06,NBA-00007-260306-M,48254
2026-03-06,NBA-00008-260305-M,1468237
2026-03-06,NBA-00009-260305-M,364836
2026-03-06,NBA-WNPBC,9070
2026-03-06,NFL-00001-2026,687
2026-03-06,NHL-00001-260305-M,34227
2026-03-06,NHL-00001-260306-M,14486
2026-03-06,NHL-00002-2026,4000
2026-03-06,NHL-00002-260305-M,71102
2026-03-06,NHL-00002-260306-M,29323
2026-03-06,NHL-00003-260305-M,20593
2026-03-06,NHL-00003-260306-M,5860
2026-03-06,NHL-00004-260305-M,56536
2026-03-06,NHL-00004-260306-M,9739
2026-03-06,NHL-00005-260305-M,60277
2026-03-06,NHL-00005-260306-M,8268
2026-03-06,NHL-00006-260305-M,49252
2026-03-06,NHL-00006-260306-M,16619
2026-03-06,NHL-00007-260305-M,50936
2026-03-06,NHL-00007-260306-M,20220
2026-03-06,NHL-00008-260305-M,142785
2026-03-06,NHL-00011-260307-M,15
2026-03-06,NHL-WNNC,4877
2026-03-06,TENNIS-0001-260304-M,29731
2026-03-06,TENNIS-0001-260306-M,724
2026-03-06,TENNIS-0002-260306-M,27113
2026-03-06,TENNIS-0003-260306-M,8
2026-03-06,TENNIS-0004-260306-M,1
2026-03-06,TENNIS-0005-260306-M,91625
2026-03-06,TENNIS-0006-260304-M,3976
2026-03-06,TENNIS-0006-260306-M,629
2026-03-06,TENNIS-0007-260306-M,96
2026-03-06,TENNIS-0008-260306-M,6027
2026-03-06,TENNIS-0009-260306-M,53614
2026-03-06,TENNIS-0010-260304-M,7581
2026-03-06,TENNIS-0010-260306-M,44592
2026-03-06,TENNIS-0011-260304-M,3039
2026-03-06,TENNIS-0011-260306-M,105
2026-03-06,TENNIS-0012-260304-M,13840
2026-03-06,TENNIS-0012-260306-M,87
2026-03-06,TENNIS-0013-260306-M,219
2026-03-06,TENNIS-0014-260306-M,448
2026-03-06,TENNIS-0016-260304-M,40946
2026-03-06,TENNIS-0019-260304-M,17249
2026-03-06,TENNIS-0021-260304-M,70745
2026-03-06,TENNIS-0022-260304-M,5033
2026-03-06,TENNIS-0023-260304-M,1906
2026-03-06,TENNIS-0024-260304-M,8250
2026-03-06,TENNIS-0024-260306-M,17
2026-03-06,TENNIS-0025-260306-M,30720
2026-03-06,TENNIS-0026-260304-M,6748
2026-03-06,TENNIS-0026-260306-M,18937
2026-03-06,TENNIS-0027-260306-M,3
2026-03-06,TENNIS-0028-260306-M,159
2026-03-06,TENNIS-0031-260306-M,3
2026-03-06,TENNIS-0033-260304-M,6015
2026-03-06,TENNIS-0034-260304-M,25885
2026-03-06,TENNIS-0035-260304-M,36167
2026-03-06,TENNIS-0040-260304-M,35783
2026-03-06,TENNIS-0040-260306-M,22357
2026-03-06,TENNIS-0041-260306-M,422
2026-03-06,TENNIS-0042-260306-M,722
2026-03-06,TENNIS-0043-260306-M,22826
2026-03-06,TENNIS-0044-260306-M,2602
2026-03-06,TENNIS-0045-260306-M,1632
2026-03-06,TENNIS-0046-260304-M,36
2026-03-06,TENNIS-0046-260306-M,27
2026-03-06,TENNIS-0047-260306-M,4151
2026-03-06,TENNIS-0048-260304-M,18629
2026-03-06,TENNIS-0048-260306-M,113
2026-03-06,TENNIS-0049-260306-M,6692
2026-03-06,TENNIS-0050-260304-M,41605
2026-03-06,TENNIS-0050-260306-M,45285
2026-03-06,TENNIS-0051-260304-M,80260
2026-03-06,TENNIS-0051-260306-M,6501
2026-03-06,TENNIS-0052-260304-M,14103
2026-03-06,TENNIS-0052-260306-M,8185
2026-03-06,TENNIS-0053-260306-M,395
2026-03-06,TENNIS-0054-260306-M,36
2026-03-06,TENNIS-0055-260304-M,1340
2026-03-06,TENNIS-0056-260306-M,17
2026-03-06,TENNIS-0058-260306-M,20
2026-03-06,TENNIS-0059-260304-M,12166
2026-03-06,TENNIS-0060-260306-M,1453
2026-03-06,TENNIS-0063-260304-M,56893
2026-03-06,TENNIS-0064-260304-M,7848
2026-03-06,UCL-WNCLW,5158
2026-03-06,UFC-00001-260307-M,46404
2026-03-06,UFC-00002-260307-M,5339
2026-03-06,UFC-00003-260307-M,4476
2026-03-06,UFC-00004-260307-M,17460
2026-03-06,UFC-00005-260307-M,1298
2026-03-06,UFC-00006-260307-M,3649
2026-03-06,UFC-00007-260307-M,1190
2026-03-06,UFC-00008-260307-M,112
2026-03-06,UFC-00009-260307-M,1543
2026-03-06,WBC-00001-2026,11798
2026-03-06,WBC-0001-260306-M,32699
2026-03-06,WBC-0001-260307-M,356
2026-03-06,WBC-0001-260308-M,17
2026-03-06,WBC-0002-260305-M,14165
2026-03-06,WBC-0002-260306-M,55941
2026-03-06,WBC-0002-260307-M,53
2026-03-06,WBC-0003-260306-M,20306
2026-03-06,WBC-0003-260307-M,1
2026-03-06,WBC-0003-260311-M,100
2026-03-06,WBC-0004-260306-M,36382
2026-03-06,WBC-0005-260306-M,8897
2026-03-06,WBC-0005-260307-M,36
2026-03-06,WBC-0006-260306-M,3110
2026-03-06,WBC-0006-260307-M,15
2026-03-06,WBC-0007-260306-M,8985
2026-03-06,WBC-0007-260307-M,153
2026-03-06,WBC-0007-260308-M,18
2026-03-06,WBC-0008-260306-M,1589
2026-03-06,WBC-0008-260307-M,9
2026-03-06,Center ;,260307
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 3678 .2 .21 .02 .02 0 0,1
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 6914 .81 .96 .8 .95 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 0 0,3
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 41 .52 .52 .52 .52 0 0,1
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 90 .8 .8 .44 .44 0 0,1
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 367 .49 .74 .44 .74 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 1315 .5 .57 .47 .5 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 11 .6 .6 .6 .6 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 10000 .55 .56 .55 .56 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 68 .47 .49 .47 .49 100 1,0
2026-03-06,Center ; 260305 03/06/2026 12:08 am Binary Open 50 .54 .54 .54 .54 0 0,1
2026-03-06,Center ; 260307 04/30/2026 06:00 pm Binary Open,0
2026-03-09,CBB-00001-2026,28787
2026-03-09,CBB-00001-260309-M,552248
2026-03-09,CBB-00001-260310-M,65
2026-03-09,CBB-00002-2026,86
2026-03-09,CBB-00002-260309-M,18187
2026-03-09,CBB-00002-260310-M,3
2026-03-09,CBB-00003-2026,15
2026-03-09,CBB-00003-260309-M,8204
2026-03-09,CBB-00003-260310-M,15
2026-03-09,CBB-00004-260309-M,31667
2026-03-09,CBB-00005-260309-M,5035
2026-03-09,CBB-00006-260308-M,41747
2026-03-09,CBB-00006-260309-M,64627
2026-03-09,CBB-00007-260309-M,31163
2026-03-09,CBB-00008-260308-M,7245
2026-03-09,CBB-00008-260309-M,34099
2026-03-09,CBB-00008-260310-M,13
2026-03-09,CBB-00009-260309-M,25880
2026-03-09,CBB-00010-260308-M,490
2026-03-09,CBB-00010-260309-M,35731
2026-03-09,CBB-00011-260308-M,376682
2026-03-09,CBB-00011-260309-M,25770
2026-03-09,CBB-00012-260308-M,453418
2026-03-09,CBB-00012-260309-M,4497
2026-03-09,CBB-00012-260310-M,5
2026-03-09,CBB-00013-260308-M,36538
2026-03-09,CBB-00013-260309-M,18882
2026-03-09,CBB-00014-260308-M,53624
2026-03-09,CBB-00014-260309-M,18781
2026-03-09,CBB-00014-260310-M,7
2026-03-09,CBB-00015-260310-M,62
2026-03-09,CBB-00019-260308-M,3516
2026-03-09,CBB-00020-260308-M,111700
2026-03-09,CBB-00021-260308-M,147768
2026-03-09,CBB-00022-260308-M,18480
2026-03-09,CBB-00023-260308-M,247522
2026-03-09,CBB-00024-260308-M,140397
2026-03-09,CBB-00025-260308-M,35718
2026-03-09,CBB-00026-260308-M,86712
2026-03-09,CBB-00027-260308-M,31477
2026-03-09,CBB-00028-260308-M,361613
2026-03-09,CBB-00029-260308-M,234018
2026-03-09,CBB-00030-260308-M,139061
2026-03-09,CBB-00031-260308-M,254257
2026-03-09,CBB-00032-260308-M,418882
2026-03-09,CLIM-00001-26,434
2026-03-09,COMBOS,1636475
2026-03-09,COMPANIES-BAIJ26,892
2026-03-09,COMPANIES-LCJ26,716
2026-03-09,COMPANIES-OAIPO,191
2026-03-09,CRYPT-00004-26,733
2026-03-09,CRYPT-00005-26,7
2026-03-09,CUL-OSCBACTR,3190
2026-03-09,CUL-OSCBACTRSS,1080
2026-03-09,CUL-OSCBCINE,599
2026-03-09,CUL-OSCBD,2398
2026-03-09,CUL-OSCBFEDT,486
2026-03-09,CUL-OSCBP,2905
